Basis,Line,,Product group,Rate,Yield,Uptime
Additional Days,K10,0.9,Other Technical,0.3592733516058839,0.10018293812811674,0.0
Additional Days,K10,0.9,Print,0.1723991415787236,0.18464683459808895,0.2685925925925929
Additional Days,K10,0.91,Cards Core,40.94776906491845,14.697520930848668,0.052295138888888905
Additional Days,K10,0.91,Construction,12.961190296454866,2.2699683134133295,0.01306574074074056
Additional Days,K10,0.91,Cooling Tower,1.0526957071911456,1.1631739729207249,0.0
Additional Days,K10,0.91,Dec. Surfaces/others,0.762737384743994,0.22692361378077397,0.5930303240740727
Additional Days,K10,0.91,Other Technical,0.3672469066628232,0.1026016732866517,0.0
Additional Days,K10,0.91,Print,0.18033505324602284,0.18464683459808895,0.3088710648148148
Additional Days,K10,0.92,Cards Core,44.409031152513535,14.697520930848668,0.13998611111111192
Additional Days,K10,0.92,Construction,14.140100563087607,2.2699683134133295,0.03676574074074081
Additional Days,K10,0.92,Cooling Tower,1.0651577812249569,1.1631739729207249,0.0
Additional Days,K10,0.92,Dec. Surfaces/others,0.7645731192435052,0.22692361378077397,1.2787250000000063
Additional Days,K10,0.92,Other Technical,0.3751769179263853,0.10501636809617576,0.0
Additional Days,K10,0.92,Print,0.18811815041235636,0.18464683459808895,0.3491495370370374
Additional Days,K10,0.93,Cards Core,45.96808264724568,14.697520930848668,0.22133564814814832
Additional Days,K10,0.93,Construction,14.465296141049969,2.2699683134133295,0.04015185185185188
Additional Days,K10,0.93,Cooling Tower,1.0775731849733177,1.1631739729207249,0.0
Additional Days,K10,0.93,Dec. Surfaces/others,0.7664060198910145,0.22692361378077397,1.9644196759259287
Additional Days,K10,0.93,Other Technical,0.3830637411159694,0.10742703267197395,0.0
Additional Days,K10,0.93,Print,0.1957528048966588,0.18464683459808895,0.3894280092592593
Additional Days,K10,0.94,Cards Core,47.436458644080034,14.697520930848668,0.2616388888888888
Additional Days,K10,0.94,Construction,14.806503408565284,2.2699683134133295,0.28807685185185083
Additional Days,K10,0.94,Cooling Tower,1.1312086869396296,1.1631739729207249,0.0
Additional Days,K10,0.94,Dec. Surfaces/others,0.7682360932434533,0.22692361378077397,2.650114351851851
Additional Days,K10,0.94,Other Technical,0.3909077280868942,0.10983367709559388,0.0
Additional Days,K10,0.94,Print,0.20324322333058742,0.18464683459808895,0.4297064814814813
Additional Days,K10,0.95,Cards Core,49.105025358741486,14.697520930848668,0.3667303240740741
Additional Days,K10,0.95,Construction,15.063487622893192,2.2699683134133295,0.38885648148148033
Additional Days,K10,0.95,Cooling Tower,1.2040954762539648,1.1631739729207249,0.0
Additional Days,K10,0.95,Dec. Surfaces/others,0.7700633458375403,0.22692361378077397,3.3358090277777737
Additional Days,K10,0.95,Other Technical,0.39870922688271726,0.11223631141498602,0.0
Additional Days,K10,0.95,Print,0.21059345488742465,0.18464683459808895,0.46998495370370325
Additional Days,K10,0.96,Cards Core,51.79824219760859,14.697520930848668,0.470425925925926
Additional Days,K10,0.96,Construction,15.607820018633895,2.2699683134133295,1.034916203703715
Additional Days,K10,0.96,Cooling Tower,1.275381456999006,1.1631739729207249,0.0
Additional Days,K10,0.96,Dec. Surfaces/others,0.7718877841898588,0.22692361378077397,4.021503703703696
Additional Days,K10,0.96,Other Technical,0.40646858178671685,0.11463494564464272,0.0
Additional Days,K10,0.96,Print,0.21780739858105536,0.18464683459808895,0.5102634259259259
Additional Days,K10,0.97,Cards Core,57.63623777962279,14.697520930848668,0.5773796296296293
Additional Days,K10,0.97,Construction,16.559910908234862,2.2699683134133295,2.045489814814815
Additional Days,K10,0.97,Cooling Tower,1.3451187940344207,1.1631739729207249,0.0
Additional Days,K10,0.97,Dec. Surfaces/others,0.7737094147969348,0.22692361378077397,4.707198379629629
Additional Days,K10,0.97,Other Technical,0.41418613337253785,0.11702958976573985,0.0
Additional Days,K10,0.97,Print,0.22488881016265783,0.18464683459808895,0.5505418981481484
Additional Days,K10,0.98,Cards Core,60.29721381462447,14.697520930848668,0.686233796296297
Additional Days,K10,0.98,Construction,18.632464558008465,2.2699683134133295,2.6888902777777797
Additional Days,K10,0.98,Cooling Tower,1.4133574100760349,1.1631739729207249,0.0
Additional Days,K10,0.98,Dec. Surfaces/others,0.7755282441353133,0.22692361378077397,5.392893055555551
Additional Days,K10,0.98,Other Technical,0.4218622185540206,0.11942025372627363,0.0
Additional Days,K10,0.98,Print,0.2318413086407476,0.18464683459808895,0.5908203703703704
Additional Days,K10,0.99,Cards Core,71.91649161383388,14.697520930848668,3.413717592592582
Additional Days,K10,0.99,Construction,20.449977532907162,2.2699683134133295,3.310345833333335
Additional Days,K10,0.99,Cooling Tower,1.4801451048796004,1.1631739729207249,0.0
Additional Days,K10,0.99,Dec. Surfaces/others,0.7773442786616358,0.22692361378077397,6.078587731481487
Additional Days,K10,0.99,Other Technical,0.42949717063422854,0.12180694744119602,0.0
Additional Days,K10,0.99,Print,0.23866838244834954,0.18464683459808895,0.6310988425925923
Additional Days,K10,1.0,Cards Core,108.20404128997346,14.697520930848668,9.195081018518518
Additional Days,K10,1.0,Construction,25.6078682558312,2.2699683134133295,8.951087962962964
Additional Days,K10,1.0,Cooling Tower,1.5455276669021174,1.1631739729207249,0.0
Additional Days,K10,1.0,Dec. Surfaces/others,0.7791575248127174,0.22692361378077397,6.764282407407408
Additional Days,K10,1.0,Other Technical,0.4370913193536943,0.12418968079255777,0.0
Additional Days,K10,1.0,Print,0.24537339527938207,0.18464683459808895,0.6713773148148148
Additional Days,K17,0.5,Tape,0.0,0.0,0.0
Additional Days,K17,0.51,Tape,1.9161371658986468,0.21875193016728645,0.0
Additional Days,K17,0.52,Tape,2.3329157691858313,0.4208102780947911,0.0
Additional Days,K17,0.53,Tape,3.9557600113172953,0.6397458889552468,0.0
Additional Days,K17,0.54,Tape,5.3429399186308615,0.7997950979917618,0.0
Additional Days,K17,0.55,Tape,6.716318269673138,1.0643368994043954,0.0
Additional Days,K17,0.56,Tape,7.990173447634845,1.219645019691768,0.0
Additional Days,K17,0.57,Tape,8.555187980041921,1.428559231803547,0.0
Additional Days,K17,0.58,Tape,9.120992073358707,1.5829552953070447,0.0
Additional Days,K17,0.59,Tape,9.682350025142568,1.8163575703115384,0.0
Additional Days,K17,0.6,Tape,10.443357896411612,2.43661564366829,0.0
Additional Days,K17,0.61,Tape,11.100890179860414,5.2422565870055,0.0
Additional Days,K17,0.62,Tape,11.821844482910478,7.426244594406114,0.0
Additional Days,K17,0.63,Tape,12.492653207563365,7.426244594406114,0.0
Additional Days,K17,0.64,Tape,12.84091067780463,7.426244594406114,0.0
Additional Days,K17,0.65,Tape,13.327057731081993,7.426244594406114,0.0
Additional Days,K17,0.66,Tape,13.69468264283472,7.426244594406114,0.0
Additional Days,K17,0.67,Tape,14.109920126499503,7.426244594406114,0.0
Additional Days,K17,0.68,Tape,14.831571058504835,7.426244594406114,0.0
Additional Days,K17,0.69,Tape,15.230880783930502,7.426244594406114,0.0
Additional Days,K17,0.7,Tape,16.018507642798397,7.426244594406114,0.0
Additional Days,K17,0.71,Tape,16.324771255874737,7.426244594406114,0.0
Additional Days,K17,0.72,Tape,17.129297115880945,7.426244594406114,0.0
Additional Days,K17,0.73,Tape,17.44484185748513,7.426244594406114,0.0
Additional Days,K17,0.74,Tape,17.998025293856415,7.426244594406114,0.0
Additional Days,K17,0.75,Tape,18.732285870055705,7.426244594406114,0.0
Additional Days,K17,0.76,Tape,19.388723614205503,7.426244594406114,0.0
Additional Days,K17,0.77,Tape,19.80103824814597,7.426244594406114,0.0
Additional Days,K17,0.78,Tape,20.57335467108311,7.426244594406114,0.0
Additional Days,K17,0.79,Tape,20.873271468070413,7.426244594406114,0.0
Additional Days,K17,0.8,Tape,21.673271963282843,7.426244594406114,0.0
Additional Days,K17,0.81,Tape,22.661501823873664,7.426244594406114,0.0
Additional Days,K17,0.82,Tape,23.343074518682016,7.426244594406114,0.0
Additional Days,K17,0.83,Tape,24.490026567299537,7.426244594406114,0.0
Additional Days,K17,0.84,Tape,25.278790084173437,7.426244594406114,0.0
Additional Days,K17,0.85,Tape,25.845170596815365,7.426244594406114,0.0
Additional Days,K17,0.86,Tape,26.33924690267338,7.426244594406114,0.0
Additional Days,K17,0.87,Tape,27.216037539212806,7.426244594406114,0.0
Additional Days,K17,0.88,Tape,27.643949948673338,7.426244594406114,0.0
Additional Days,K17,0.89,Tape,28.34672789760421,7.426244594406114,0.0
Additional Days,K17,0.9,Tape,29.159765752685843,7.426244594406114,0.0
Additional Days,K17,0.91,Tape,30.00453334186713,7.426244594406114,0.0
Additional Days,K17,0.92,Tape,30.64976805898735,7.426244594406114,0.0
Additional Days,K17,0.93,Tape,32.42174971666387,7.426244594406114,0.0
Additional Days,K17,0.94,Tape,33.64883493274715,7.426244594406114,0.0
Additional Days,K17,0.95,Tape,35.616554665447325,7.426244594406114,0.00291087962962963
Additional Days,K17,0.96,Tape,38.120889484556784,7.426244594406114,0.05444444444444349
Additional Days,K17,0.97,Tape,42.39834086823896,7.426244594406114,0.4850046296296287
Additional Days,K17,0.98,Tape,44.977787401563916,7.426244594406114,0.6326944444444446
Additional Days,K17,0.99,Tape,52.17939427818999,7.426244594406114,1.4714340277777822
Additional Days,K17,1.0,Tape,75.24670418179059,7.426244594406114,15.413356481481486
Additional Days,K18,0.5,Cards Core,0.0,0.0,0.0
Additional Days,K18,0.5,Cards Overlay,0.0,0.0,0.0
Additional Days,K18,0.5,Construction,0.0,0.0,0.0
Additional Days,K18,0.5,Cooling Tower,0.0,0.0,0.0
Additional Days,K18,0.5,Dec. Surfaces/others,0.0,0.0,0.0
Additional Days,K18,0.5,Other Technical,0.0,0.0,0.0
Additional Days,K18,0.5,Print,0.0,0.0,0.0
Additional Days,K18,0.51,Cards Core,0.17985112059545116,0.08873676169840294,0.0
Additional Days,K18,0.51,Cards Overlay,0.07226375391437756,0.0,0.0
Additional Days,K18,0.51,Construction,0.030297862963220012,0.0,0.0
Additional Days,K18,0.51,Cooling Tower,0.37133762236263834,0.03173138964765343,0.0
Additional Days,K18,0.51,Dec. Surfaces/others,0.4854704969398398,0.09850950309930795,0.0
Additional Days,K18,0.51,Other Technical,0.03523612491754324,0.00946031120254931,0.0
Additional Days,K18,0.51,Print,0.0013604106948184036,0.0031698562775130945,0.011976041666666696
Additional Days,K18,0.52,Cards Core,0.6441210939866835,0.14550857302153375,0.0
Additional Days,K18,0.52,Cards Overlay,0.21942343110743678,0.0,0.0
Additional Days,K18,0.52,Construction,0.12515188075770567,0.0,0.0
Additional Days,K18,0.52,Cooling Tower,0.6021284665777955,0.05248824037835931,0.0
Additional Days,K18,0.52,Dec. Surfaces/others,0.6628385091065496,0.27576601285915103,0.0
Additional Days,K18,0.52,Other Technical,0.06936819737019473,0.01884602870791241,0.0
Additional Days,K18,0.52,Print,0.002718906040217295,0.006329661999799896,0.023952083333333356
Additional Days,K18,0.53,Cards Core,0.9184137638330938,0.24944021901667668,0.0
Additional Days,K18,0.53,Cards Overlay,0.5084945779290138,0.0,0.0
Additional Days,K18,0.53,Construction,0.14474405730975803,0.0,0.0
Additional Days,K18,0.53,Cooling Tower,0.8939493768943407,0.2025998588113609,0.0
Additional Days,K18,0.53,Dec. Surfaces/others,1.0203854748033194,0.392637045295686,0.0
Additional Days,K18,0.53,Other Technical,0.10097454705166209,0.028158031298353148,0.0
Additional Days,K18,0.53,Print,0.004075490078339072,0.00947946489163054,0.035928125000000054
Additional Days,K18,0.54,Cards Core,0.92429708825291,0.35594660063728156,0.0
Additional Days,K18,0.54,Cards Overlay,0.7586742885989466,0.0,0.0
Additional Days,K18,0.54,Construction,0.2349036420514352,0.0,0.0
Additional Days,K18,0.54,Cooling Tower,1.1751985676176915,0.2559191884082921,0.0
Additional Days,K18,0.54,Dec. Surfaces/others,1.174828264853673,1.011343146829077,0.0
Additional Days,K18,0.54,Other Technical,0.108507534481868,0.037397184006311424,0.0
Additional Days,K18,0.54,Print,0.005430166839960782,0.012619312376092706,0.04790416666666671
Additional Days,K18,0.55,Cards Core,1.1666830515009607,0.39315458775632806,0.0
Additional Days,K18,0.55,Cards Overlay,1.0207600445941196,0.0,0.0
Additional Days,K18,0.55,Construction,0.3476990158375628,0.0,0.0
Additional Days,K18,0.55,Cooling Tower,1.2748083828392467,0.32680748546439986,0.0
Additional Days,K18,0.55,Dec. Surfaces/others,1.429465248007162,1.3097916654482162,0.0
Additional Days,K18,0.55,Other Technical,0.11598699972627013,0.04656433838228047,0.0
Additional Days,K18,0.55,Print,0.006782940344532751,0.015749251576971712,0.05988020833333341
Additional Days,K18,0.56,Cards Core,1.3717284521633069,0.4552937447374745,0.0
Additional Days,K18,0.56,Cards Overlay,1.3284146114324002,0.0,0.0
Additional Days,K18,0.56,Construction,0.4298032683058324,0.0,0.0
Additional Days,K18,0.56,Cooling Tower,1.3250612662984622,0.40962446198660274,0.0
Additional Days,K18,0.56,Dec. Surfaces/others,2.112413804678681,1.539377938659598,0.0
Additional Days,K18,0.56,Other Technical,0.1234135111816288,0.055660332756437114,0.0
Additional Days,K18,0.56,Print,0.00813381460021878,0.018869329321108186,0.07185625000000007
Additional Days,K18,0.57,Cards Core,1.8789371926093423,0.48574673920981226,0.0
Additional Days,K18,0.57,Cards Overlay,1.7342508035018298,0.0,0.0
Additional Days,K18,0.57,Construction,0.46786859054248,0.0,0.0
Additional Days,K18,0.57,Cooling Tower,1.4036945412718538,0.540956985079454,0.0
Additional Days,K18,0.57,Dec. Surfaces/others,2.497267101366333,1.8117825342915808,0.0
Additional Days,K18,0.57,Other Technical,0.13078762922471876,0.05889626888507715,0.0
Additional Days,K18,0.57,Print,0.009482793603936557,0.021979592140733528,0.08383229166666666
Additional Days,K18,0.58,Cards Core,2.381338189323742,0.5535567430362356,0.0
Additional Days,K18,0.58,Cards Overlay,1.9108395136085434,0.0,0.0
Additional Days,K18,0.58,Construction,0.48228662957830437,0.0,0.0
Additional Days,K18,0.58,Cooling Tower,1.5203070197306658,0.7444847757625936,0.0
Additional Days,K18,0.58,Dec. Surfaces/others,3.0464452607909465,2.2998088260758465,0.0
Additional Days,K18,0.58,Other Technical,0.1381099063532889,0.06019228582462155,0.0
Additional Days,K18,0.58,Print,0.010829881341396286,0.02508008627578362,0.09580833333333323
Additional Days,K18,0.59,Cards Core,2.570253307317877,0.5803932867044672,0.0
Additional Days,K18,0.59,Cards Overlay,2.084671160110453,0.0,0.0
Additional Days,K18,0.59,Construction,0.5911162145682312,0.0,0.0
Additional Days,K18,0.59,Cooling Tower,1.6097938664864557,0.7614353231087492,0.0
Additional Days,K18,0.59,Dec. Surfaces/others,3.167738646206203,2.3985363515284632,0.0
Additional Days,K18,0.59,Other Technical,0.14600378198364794,0.061486862565165,0.0
Additional Days,K18,0.59,Print,0.012175081787139552,0.028170857676189875,0.107784375
Additional Days,K18,0.6,Cards Core,2.642554041053657,0.7169215629018204,0.0
Additional Days,K18,0.6,Cards Overlay,2.4114666096255704,0.0,0.0
Additional Days,K18,0.6,Construction,0.6022975901372334,0.0,0.0
Additional Days,K18,0.6,Cooling Tower,1.6845095267667105,0.7939229732083177,0.0
Additional Days,K18,0.6,Dec. Surfaces/others,3.4317364667715538,2.5647844089661618,0.0
Additional Days,K18,0.6,Other Technical,0.15671780536461855,0.06278000150600604,0.0
Additional Days,K18,0.6,Print,0.013518398904579731,0.03125195200414854,0.11976041666666659
Additional Days,K18,0.61,Cards Core,2.791611105004147,0.75718509656501,0.0
Additional Days,K18,0.61,Cards Overlay,2.490902206664167,0.0,0.0
Additional Days,K18,0.61,Construction,0.638185977366291,0.0,0.0
Additional Days,K18,0.61,Cooling Tower,2.0209660601570647,0.8447950701138112,0.0
Additional Days,K18,0.61,Dec. Surfaces/others,3.6984667749880344,2.7484480061849155,0.0
Additional Days,K18,0.61,Other Technical,0.16732137989006324,0.06407170504111726,0.0
Additional Days,K18,0.61,Print,0.01485983664603907,0.03432341463637023,0.13173645833333336
Additional Days,K18,0.62,Cards Core,3.0018591737734823,0.8526191238411336,0.0
Additional Days,K18,0.62,Cards Overlay,2.7453073943869413,0.0,0.0
Additional Days,K18,0.62,Construction,0.6719661256512488,0.0,0.0
Additional Days,K18,0.62,Cooling Tower,2.2277983608799943,0.9200848945672817,0.0
Additional Days,K18,0.62,Dec. Surfaces/others,4.401587420486052,3.2890435871168506,0.0
Additional Days,K18,0.62,Other Technical,0.17781620469671333,0.06536197555915901,0.0
Additional Days,K18,0.62,Print,0.016199398952789767,0.037385290666308135,0.1437125
Additional Days,K18,0.63,Cards Core,3.1397920040252885,1.0736125146228481,0.0
Additional Days,K18,0.63,Cards Overlay,2.9608775182344473,0.0,0.0
Additional Days,K18,0.63,Construction,0.7663583715787539,0.0,0.0
Additional Days,K18,0.63,Cooling Tower,2.3034611824502136,0.9683471827069923,0.0
Additional Days,K18,0.63,Dec. Surfaces/others,4.857618125989077,4.106922075044537,0.0
Additional Days,K18,0.63,Other Technical,0.18820394424659348,0.0666436049134389,0.0
Additional Days,K18,0.63,Print,0.017537089755090163,0.040437624906362934,0.15568854166666676
Additional Days,K18,0.64,Cards Core,3.180142632540843,1.106247477932623,0.0
Additional Days,K18,0.64,Cards Overlay,3.290384162989703,0.0,0.0
Additional Days,K18,0.64,Construction,0.7968588930142815,0.0,0.0
Additional Days,K18,0.64,Cooling Tower,2.47845059189806,0.9924198367175521,0.0
Additional Days,K18,0.64,Dec. Surfaces/others,5.711454394258354,4.106922075044537,0.0
Additional Days,K18,0.64,Other Technical,0.19848622920704928,0.06791661931290882,0.0
Additional Days,K18,0.64,Print,0.01887291297222493,0.0434804618900706,0.1676645833333333
Additional Days,K18,0.65,Cards Core,3.3063112257594653,1.2350951382911894,0.0
Additional Days,K18,0.65,Cards Overlay,3.436598191527679,0.0,0.0
Additional Days,K18,0.65,Construction,0.9715175639196048,0.0,0.0
Additional Days,K18,0.65,Cooling Tower,2.5895715647891464,1.0138273443339116,0.0
Additional Days,K18,0.65,Dec. Surfaces/others,6.580835554049017,4.106922075044537,0.0
Additional Days,K18,0.65,Other Technical,0.20855557732536312,0.06918823953846287,0.0
Additional Days,K18,0.65,Print,0.02020687251254305,0.04651384587426821,0.17964062500000008
Additional Days,K18,0.66,Cards Core,3.691212503662932,1.498330873839226,0.0
Additional Days,K18,0.66,Cards Overlay,3.7683618012693003,0.0,0.0
Additional Days,K18,0.66,Construction,1.0571126365681387,0.0,0.0
Additional Days,K18,0.66,Cooling Tower,2.6678648193331256,1.0618905656822903,0.0
Additional Days,K18,0.66,Dec. Surfaces/others,6.760017310038492,4.106922075044537,0.0
Additional Days,K18,0.66,Other Technical,0.21826556622714,0.07045846787914423,0.0
Additional Days,K18,0.66,Print,0.021538972273494883,0.04953782084123848,0.19161666666666669
Additional Days,K18,0.67,Cards Core,3.768411936414097,1.511072972808261,0.0
Additional Days,K18,0.67,Cards Overlay,3.8691313311114754,0.0,0.0
Additional Days,K18,0.67,Construction,1.0710670075356177,0.0,0.0
Additional Days,K18,0.67,Cooling Tower,3.202501479104747,1.2920460924618666,0.0
Additional Days,K18,0.67,Dec. Surfaces/others,8.386973628268393,4.106922075044537,0.0
Additional Days,K18,0.67,Other Technical,0.22788197583490377,0.07172730661898852,0.0
Additional Days,K18,0.67,Print,0.022867511619969028,0.05184677098434998,0.20016574074074076
Additional Days,K18,0.68,Cards Core,3.85946175688818,1.6337395981977387,0.0
Additional Days,K18,0.68,Cards Overlay,3.9570412169269034,0.0,0.0
Additional Days,K18,0.68,Construction,1.0809545213483425,0.0,0.0
Additional Days,K18,0.68,Cooling Tower,3.9635691350055637,1.4728903478963602,0.0
Additional Days,K18,0.68,Dec. Surfaces/others,9.031459199162953,4.106922075044537,0.0
Additional Days,K18,0.68,Other Technical,0.23740615245638597,0.07299475803703759,0.0
Additional Days,K18,0.68,Print,0.024190799376903716,0.05274074004855134,0.20186087962962965
Additional Days,K18,0.69,Cards Core,3.9353179249344628,1.782712063540199,0.0
Additional Days,K18,0.69,Cards Overlay,4.217024321621359,0.0,0.0
Additional Days,K18,0.69,Construction,1.0896890535480637,0.0,0.0
Additional Days,K18,0.69,Cooling Tower,4.104694934878246,1.4728903478963602,0.0
Additional Days,K18,0.69,Dec. Surfaces/others,10.0294880123202,4.106922075044537,0.0
Additional Days,K18,0.69,Other Technical,0.24683941669714238,0.07686499480939357,0.0
Additional Days,K18,0.69,Print,0.025512253153614495,0.053633887488006016,0.20355601851851848
Additional Days,K18,0.7,Cards Core,4.003600655778936,1.8131025094062352,0.0
Additional Days,K18,0.7,Cards Overlay,4.495501190214547,0.0,0.0
Additional Days,K18,0.7,Construction,1.12001823727676,0.0,0.0
Additional Days,K18,0.7,Cooling Tower,4.2781139391229885,1.4728903478963602,0.0
Additional Days,K18,0.7,Dec. Surfaces/others,10.425972990645676,4.106922075044537,0.0
Additional Days,K18,0.7,Other Technical,0.25618306407098035,0.08847394118867458,0.0
Additional Days,K18,0.7,Print,0.026831876760105455,0.05452621443489547,0.2052511574074074
Additional Days,K18,0.71,Cards Core,4.354079236700102,1.8694606301412087,0.0
Additional Days,K18,0.71,Cards Overlay,4.584297262973763,0.0,0.0
Additional Days,K18,0.71,Construction,1.1568226092743927,0.0,0.0
Additional Days,K18,0.71,Cooling Tower,4.729175509005678,1.4728903478963602,0.0
Additional Days,K18,0.71,Dec. Surfaces/others,10.962980161038956,4.106922075044537,0.0
Additional Days,K18,0.71,Other Technical,0.2694395691394331,0.0999669525765734,0.0
Additional Days,K18,0.71,Print,0.028149673995834013,0.055417722019322824,0.20694629629629632
Additional Days,K18,0.72,Cards Core,4.669029990701262,1.9262887710261616,0.0
Additional Days,K18,0.72,Cards Overlay,4.922158067908278,0.0,0.0
Additional Days,K18,0.72,Construction,1.2584377203861088,0.0,0.0
Additional Days,K18,0.72,Cooling Tower,5.104502141687313,1.4728903478963602,0.0
Additional Days,K18,0.72,Dec. Surfaces/others,12.059223005516813,4.106922075044537,0.0
Additional Days,K18,0.72,Other Technical,0.2881291937428927,0.1113457570550449,0.0
Additional Days,K18,0.72,Print,0.02946564864974821,0.056308411369316635,0.20864143518518521
Additional Days,K18,0.73,Cards Core,4.880204221663416,1.9822389634222723,0.0
Additional Days,K18,0.73,Cards Overlay,5.26730525017792,0.0,0.0
Additional Days,K18,0.73,Construction,1.3434182389183214,0.0,0.0
Additional Days,K18,0.73,Cooling Tower,5.180830281435739,1.4728903478963602,0.0
Additional Days,K18,0.73,Dec. Surfaces/others,13.889928578384996,4.106922075044537,0.0
Additional Days,K18,0.73,Other Technical,0.3064629603650988,0.1226120485316824,0.0
Additional Days,K18,0.73,Print,0.030779804500322916,0.05719828361083534,0.21033657407407405
Additional Days,K18,0.74,Cards Core,5.136520322288639,2.0292199425909736,0.0
Additional Days,K18,0.74,Cards Overlay,5.536002422360916,0.0,0.0
Additional Days,K18,0.74,Construction,1.4804323297259998,0.0,0.0
Additional Days,K18,0.74,Cooling Tower,5.251035987078552,1.4728903478963602,0.0
Additional Days,K18,0.74,Dec. Surfaces/others,14.522696212744606,4.106922075044537,0.0
Additional Days,K18,0.74,Other Technical,0.3244509366787509,0.13376748758034873,0.0
Additional Days,K18,0.74,Print,0.03209214531559468,0.05808733986777259,0.21203171296296297
Additional Days,K18,0.75,Cards Core,5.246853066116778,2.1498133736643545,0.0
Additional Days,K18,0.75,Cards Overlay,5.812168423532675,0.0,0.0
Additional Days,K18,0.75,Construction,1.4952410241853755,0.0,0.0
Additional Days,K18,0.75,Cooling Tower,5.45239398105479,1.4728903478963602,0.0
Additional Days,K18,0.75,Dec. Surfaces/others,15.242096769304013,4.106922075044537,0.0
Additional Days,K18,0.75,Other Technical,0.3421028141348743,0.14481370225711077,0.0
Additional Days,K18,0.75,Print,0.03340267485320103,0.05897558126196212,0.2137268518518519
Additional Days,K18,0.76,Cards Core,5.270003898929456,2.26583827801284,0.0
Additional Days,K18,0.76,Cards Overlay,6.313257081067242,0.0,0.0
Additional Days,K18,0.76,Construction,1.5090387381422161,0.0,0.0
Additional Days,K18,0.76,Cooling Tower,5.745995263482428,1.4728903478963602,0.0
Additional Days,K18,0.76,Dec. Surfaces/others,16.128705178090954,4.106922075044537,0.0
Additional Days,K18,0.76,Other Technical,0.359427925374072,0.16149231791581897,0.0
Additional Days,K18,0.76,Print,0.03471139686041158,0.05986300891318219,0.21542199074074078
Additional Days,K18,0.77,Cards Core,5.4166535138594725,2.4507457010884934,0.0
Additional Days,K18,0.77,Cards Overlay,6.62552018530485,0.0,0.0
Additional Days,K18,0.77,Construction,1.515867498636844,0.0,0.0
Additional Days,K18,0.77,Cooling Tower,6.220878779199843,1.4728903478963602,0.0
Additional Days,K18,0.77,Dec. Surfaces/others,16.539351110742942,4.106922075044537,0.0
Additional Days,K18,0.77,Other Technical,0.3676899510680376,0.17792497800185325,0.0
Additional Days,K18,0.77,Print,0.03601831507416842,0.06074962393916006,0.21711712962962962
Additional Days,K18,0.78,Cards Core,5.549003996499039,2.5838148806295074,0.0
Additional Days,K18,0.78,Cards Overlay,6.746808758182176,0.0,0.0
Additional Days,K18,0.78,Construction,1.5770391376414175,0.0,0.0
Additional Days,K18,0.78,Cooling Tower,6.825084396536539,1.4728903478963602,0.0
Additional Days,K18,0.78,Dec. Surfaces/others,17.65059251653652,4.106922075044537,0.0
Additional Days,K18,0.78,Other Technical,0.36810446835354194,0.19411708326579769,0.0
Additional Days,K18,0.78,Print,0.037323433221118085,0.06163542745557704,0.21881226851851854
Additional Days,K18,0.79,Cards Core,5.58485720338367,2.6083267725732213,0.0
Additional Days,K18,0.79,Cards Overlay,7.038636973676283,0.0,0.0
Additional Days,K18,0.79,Construction,1.6190289147315369,0.0,0.0
Additional Days,K18,0.79,Cooling Tower,7.137531427146811,1.4728903478963602,0.0
Additional Days,K18,0.79,Dec. Surfaces/others,18.392309731365074,4.106922075044537,0.0
Additional Days,K18,0.79,Other Technical,0.3685187995436314,0.21007387748590256,0.0
Additional Days,K18,0.79,Print,0.038626755017650005,0.06252042057607254,0.22050740740740746
Additional Days,K18,0.8,Cards Core,5.668474377210895,2.640708307029197,0.0
Additional Days,K18,0.8,Cards Overlay,7.36301868090802,0.0,0.0
Additional Days,K18,0.8,Construction,1.6513696110337364,0.0,0.0
Additional Days,K18,0.8,Cooling Tower,7.766108200333136,1.4728903478963602,0.0
Additional Days,K18,0.8,Dec. Surfaces/others,19.346439909909293,4.106922075044537,0.0
Additional Days,K18,0.8,Other Technical,0.3689329447635976,0.2258004531299327,0.0
Additional Days,K18,0.8,Print,0.03992828416992866,0.06340460441224982,0.22220254629629635
Additional Days,K18,0.81,Cards Core,5.747727603576415,2.6811806238647335,0.0006886574074075087
Additional Days,K18,0.81,Cards Overlay,7.834011276532607,0.0,0.0
Additional Days,K18,0.81,Construction,1.6886205069850675,0.0,0.0
Additional Days,K18,0.81,Cooling Tower,8.246859058936494,1.4728903478963602,0.0
Additional Days,K18,0.81,Dec. Surfaces/others,20.430557187820185,4.106922075044537,0.0
Additional Days,K18,0.81,Other Technical,0.3693469041386197,0.24130175677369925,0.0
Additional Days,K18,0.81,Print,0.04122802437393114,0.06428798007367997,0.22389768518518519
Additional Days,K18,0.82,Cards Core,5.942798336677903,2.843516585679449,0.009225694444444441
Additional Days,K18,0.82,Cards Overlay,8.028808761827214,0.0,0.0
Additional Days,K18,0.82,Construction,1.7036301144562955,0.0,0.0
Additional Days,K18,0.82,Cooling Tower,8.344683454866129,1.4728903478963602,0.0
Additional Days,K18,0.82,Dec. Surfaces/others,20.771130702022745,4.106922075044537,0.0
Additional Days,K18,0.82,Other Technical,0.369760677793765,0.24514245014244995,0.0
Additional Days,K18,0.82,Print,0.0425259793154813,0.06517054866790661,0.2255928240740741
