Line,Product Family,Base Polymer,Base Type,Additional Treatment,Width Material Attri,Thickness Material A,Quantity Good,Run Time Hours,Net Quantity Produced,Product Group,Color Group,Sales Quantity in KG,Net Sales Quantity in KG,Gross Sales,Freight Revenue Subtotal,Total Gross Sales Revenue,Sales Discounts,Term (Cash) Discounts,Claims (Returns),Bonus (Rebates),Net Sales I,Sales Price net per KG,Commissions Expense primary,Commissions Expense secondary,Direct Sales Costs,Net Sales II,Material Costs,Subcontracting,Added Value,Packing Material (pallets only),Packaging Overhead Variable,Energy & Supplies Variable,Contribution Margin I - C,Personnel Direct,Personnel Indirect,Maintenance Fix,Other Fixed Overhead,Corporate Allocated Costs Prod,Contribution Margin II - C,Research & Development,Selling exp. (Condition),"General, & Administrative (Condition)",EBITDA before Allocations,Adjusted EBITDA,Total Depreciation,EBIT,Product,Weight Adjusted EBITDA,Rate,Yield,EBITDA per Hr,EBITDA Rank,EBITDA per Hr Rank
K18,Cards Overlay,PVC,278/01,SB6,620,60,1454.0,1.9563888888888892,1691.0,Cards Coated Overlay,TP,1337.7,1337.7,9203.38,0.0,9203.38,0.0,0.0,0.0,0.0,9203.38,6.880002990207072,-322.12,0.0,-322.12,8881.26,3595.42,0.0,5607.96,74.62,8.09,387.55,4815.58,711.94,1057.9,280.11,308.19,50.76,2406.68,49.49,233.54,84.13,2039.52,2039.52,262.07,1777.45,PVC-278/01-SB6-TP,2216.8364207221352,864.3475791566093,0.8598462448255471,1042.4921198352974,715,715
E27,Shrink Sleeve,PET,G10F22,T52,488,45,5833.203,3.5402777777777783,5833.203,Shrink Sleeve,GC,5354.9,5354.9,20080.88,0.0,20348.63,0.0,-203.49,0.0,0.0,20145.14,3.762001157818073,0.0,0.0,-1469.96,18675.18,10263.6,0.0,9881.54,574.38,5.8,422.46,7408.94,1067.78,968.77,66.03,166.0,130.94,5009.42,267.21,698.55,336.77,3706.89,3706.89,709.79,2997.1,PETG-G10F22-T52-GC,4037.991721352406,1647.6681679089838,1.0,1047.061906630051,716,716
K18,Cooling Tower,PVC,459/01,ZZZ,600,220,5159.0,2.635,5529.0,Cooling Tower,BK,5157.4,5157.4,9076.99,0.0,9076.99,0.0,0.0,0.0,0.0,9076.99,1.7599934075309265,0.0,0.0,-739.03,8337.96,2275.83,0.0,6801.16,140.69,13.68,209.38,5698.38,828.39,631.93,246.65,273.34,68.16,3649.91,120.27,444.46,324.36,2760.82,2760.82,106.85,2653.97,PVC-459/01-ZZZ-BK,2761.6764997867144,2098.2922201138517,0.933080122987882,1047.7495256166983,717,717
K18,Cards Overlay,PVC,278/01,SB6,602,100,2111.0,2.6077777777777778,2111.0,Cards Coated Overlay,GC,1684.0,1684.0,10693.4,0.0,10693.4,0.0,0.0,0.0,-213.87,10479.53,6.222998812351544,0.0,0.0,-355.69,10123.84,4299.96,0.0,6179.57,322.49,8.61,292.14,5200.64,673.29,792.76,208.13,279.66,47.24,3199.56,62.31,293.99,105.91,2737.35,2737.35,179.56,2557.79,PVC-278/01-SB6-GC,3431.440528503563,809.5014912654452,1.0,1049.6868342564976,718,718
K18,Cards Overlay,PVC,278/01,SB6,510,80,9581.0,11.178055555555556,10295.0,Cards Coated Overlay,TP,10598.8,10598.8,61467.43,0.0,61467.43,0.0,0.0,0.0,0.0,61467.43,5.799470694795637,0.0,0.0,-2584.52,58882.91,26748.44,0.0,34718.99,1810.2,149.6,2118.45,28056.22,4731.79,5051.93,1540.14,1708.76,303.82,14719.78,392.16,1850.33,666.56,11810.73,11810.73,1378.42,10432.31,PVC-278/01-SB6-TP,10676.548678152243,921.000969160806,0.9306459446333172,1056.5996868865086,719,719
K40,Shrink Sleeve,PVC,146/19,T05,266,75,3624.0,2.6416666666666666,3624.0,Capsule (TDO),WH,2858.5,2858.5,10682.9,0.0,10682.9,0.0,0.0,0.0,0.0,10682.9,3.7372398110897325,0.0,0.0,-536.92,10145.98,4398.78,0.0,6284.12,115.38,2.12,303.33,5326.37,650.29,580.8,206.02,314.86,77.64,3496.76,142.64,372.89,179.77,2801.46,2801.46,210.31,2591.15,PVC-146/19-T05-WH,3551.6848137134857,1371.8611987381705,1.0,1060.4895899053631,720,720
K18,Cards Core,PVC,230/18,ZZZ,475,200,1751.0,2.1750000000000003,2151.0,Cards Core,WH,3185.0,3185.0,12644.45,0.0,12644.45,0.0,0.0,0.0,0.0,12644.45,3.97,0.0,0.0,-537.21,12107.24,5231.5,0.0,7412.95,140.78,16.83,432.76,6285.37,1058.47,1114.85,337.47,474.62,112.78,3187.18,117.85,556.04,200.31,2312.98,2312.98,167.16,2145.82,PVC-230/18-ZZZ-WH,1271.5943422291996,988.9655172413792,0.8140399814039981,1063.43908045977,721,721
K10,Cards Core,PVC,230/18,ZZZ,315,260,3729.0,3.4033333333333333,3729.0,Cards Core,BK,3255.0,3255.0,13247.85,0.0,13247.85,0.0,0.0,0.0,0.0,13247.85,4.07,-463.67,0.0,-925.04,12322.81,5024.68,0.0,8223.17,132.55,13.92,316.85,6834.81,717.01,875.61,256.68,378.71,91.06,4515.74,120.44,568.26,204.71,3622.33,3622.33,179.04,3443.29,PVC-230/18-ZZZ-BK,4149.82137327189,1095.6904995102839,1.0,1064.3476983349658,722,722
K10,Construction,PVC,201/50,ZZZ,1200,350,29674.997000000007,24.53388888888889,32072.997000000003,Construction,WH,28871.2,28871.2,88422.0,0.0,88422.0,0.0,-3156.67,0.0,-3536.88,81728.45,2.830795048352684,0.0,0.0,-1141.59,80586.86,31067.63,0.0,50660.82,308.24,78.89,1697.44,47434.66,6714.17,4760.24,1629.56,2146.86,522.72,31661.11,1068.24,2488.12,1815.71,26289.04,26289.04,1158.27,25130.77,PVC-201/50-ZZZ-WH,27020.947627146783,1307.2936437127782,0.9252330550836894,1071.5398654921764,723,723
K18,Construction,PVC,201/90,ZZZ,250,250,2772.0,2.155,2772.0,Construction,OP,2604.5,2604.5,7200.0,0.0,7200.0,-144.0,0.0,0.0,0.0,7056.0,2.709157227874832,0.0,0.0,-196.22,6859.78,2140.48,0.0,4915.52,44.64,8.55,208.38,4457.73,643.21,539.64,182.24,242.55,54.14,2795.95,96.37,224.46,163.8,2311.32,2311.32,114.93,2196.39,PVC-201/90-ZZZ-OP,2459.9650758302937,1286.3109048723898,1.0,1072.538283062645,724,724
K10,Cards Core,PVC,230/58,ZZZ,485,760,4549.0,5.481666666666667,7271.0,Cards Core,WH,5775.0,5775.0,19614.75,0.0,19614.75,0.0,0.0,0.0,0.0,19614.75,3.3964935064935067,0.0,0.0,-970.62,18644.13,6080.25,0.0,13534.5,134.48,103.69,533.95,11791.76,1768.19,1233.67,465.54,652.48,169.12,7502.76,213.68,1008.2,363.19,5917.69,5917.69,307.21,5610.48,PVC-230/58-ZZZ-WH,4661.397716017316,1326.421404682274,0.6256360885710356,1079.5421100638491,725,725
K18,Construction,PVC,201/90,ZZZ,660,250,2932.0,1.8661111111111108,2932.0,Construction,OP,2618.9,2618.9,7128.0,0.0,7128.0,-142.56,0.0,0.0,0.0,6985.44,2.6673183397609685,0.0,0.0,-200.34,6785.1,2663.26,0.0,4322.18,67.96,9.6,166.35,3877.93,474.52,477.18,172.75,194.51,54.83,2504.14,96.9,225.7,164.7,2016.84,2016.84,61.37,1955.47,PVC-201/90-ZZZ-OP,2257.961312001222,1571.181899374814,1.0,1080.7716582316166,726,726
E26,Shrink Sleeve,PET,G10F22,T52,300,45,45014.206,37.91194444444445,46419.361,Shrink Sleeve,GC,36847.7,36743.0,162107.39,0.0,163744.73,0.0,0.0,-438.69,-22.08,163283.96,4.443947418555916,-3087.44,0.0,-8021.77,155262.19,76344.08,0.0,86939.88,3911.64,193.0,3494.27,71319.2,10617.18,6804.55,759.72,2071.86,947.88,50118.01,1838.7,4806.82,2317.33,41155.16,41155.16,5802.2,35352.96,PETG-G10F22-T52-GC,50419.586049123915,1224.399372815662,0.9697291179859198,1085.5460093931113,727,727
E27,Shrink Sleeve,PET,G10F22,T52,920,50,14975.1,8.928055555555558,14975.1,Shrink Sleeve,GC,12713.5,12713.5,47676.48,0.0,47676.48,0.0,0.0,0.0,0.0,47676.48,3.7500672513469935,0.0,0.0,-1427.4,46249.08,26306.67,0.0,21369.81,867.16,11.65,965.26,18098.34,2486.52,1980.67,151.81,381.19,307.85,12790.3,634.4,1658.48,799.55,9697.87,9697.87,1625.66,8072.21,PETG-G10F22-T52-GC,11423.02065025367,1677.3081111353101,1.0,1086.2241996204223,728,728
K18,Construction,PVC,202/14,ZZZ,500,600,3005.0,2.0277777777777777,4332.0,Construction,OP,2991.0,2991.0,8256.18,0.0,8256.18,0.0,-294.75,0.0,-330.25,7631.18,2.5513808090939487,0.0,0.0,-204.68,7426.5,2233.06,0.0,5398.12,95.41,14.55,259.24,4824.24,669.05,730.37,258.73,292.95,85.46,2787.68,110.66,257.76,188.1,2231.16,2231.16,87.04,2144.12,PVC-202/14-ZZZ-OP,2241.603410230692,2136.328767123288,0.6936749769159741,1100.2980821917806,729,729
K10,Cards Core,PVC,230/18,ZZZ,300,800,2603.0,3.7422222222222223,4623.0,Cards Core,WH,2000.0,2000.0,9400.0,0.0,9400.0,0.0,0.0,0.0,0.0,9400.0,4.7,0.0,0.0,-249.78,9150.22,2947.21,0.0,6452.79,59.37,7.98,172.57,5963.09,390.01,487.33,145.01,208.82,51.18,4680.74,74.0,349.16,125.78,4131.8,4131.8,97.58,4034.22,PVC-230/18-ZZZ-WH,5377.5377,1235.3622327790974,0.5630542937486479,1104.1033254156766,730,730
E27,Shrink Sleeve,PET,G10F22,T38,525,40,3235.3,5.1772222222222215,3235.3,Shrink Sleeve,GC,7976.5,7976.5,30629.76,0.0,30629.76,0.0,0.0,0.0,0.0,30629.76,3.84,0.0,0.0,-1360.78,29268.98,16482.94,0.0,14146.82,802.96,14.89,609.82,11358.37,1619.18,1496.69,106.23,270.89,189.94,7675.44,398.03,1040.53,501.64,5735.24,5735.24,1044.38,4690.86,PETG-G10F22-T38-GC,2326.2360649407638,624.9103981113852,1.0,1107.7832385449085,731,731
K18,Construction,PVC,201/90,ZZZ,235,250,1409.0,0.9488888888888888,1409.0,Construction,OP,1373.3,1373.3,3807.0,0.0,3807.0,-76.14,0.0,0.0,0.0,3730.86,2.7167115706691907,0.0,0.0,-104.9,3625.96,1128.61,0.0,2602.25,25.02,5.23,130.38,2336.72,388.72,334.63,112.0,149.8,33.89,1317.68,50.81,118.35,86.37,1062.15,1062.15,70.23,991.92,PVC-201/90-ZZZ-OP,1089.7614141119932,1484.8946135831384,1.0,1119.3618266978924,732,732
K18,Cards Core,PVC,223/01,ZZZ,630,120,1421.0,2.6594444444444445,1891.0,Cards Core,WH,1100.0,1100.0,8470.0,0.0,8470.0,0.0,0.0,0.0,0.0,8470.0,7.7,0.0,0.0,-237.47,8232.53,3367.75,0.0,5102.25,126.52,7.0,173.49,4557.77,396.8,478.54,144.07,209.29,50.19,3278.88,40.7,192.04,69.18,2976.96,2976.96,98.33,2878.63,PVC-223/01-ZZZ-WH,3845.691054545455,711.0507624817212,0.7514542570068746,1119.391685815751,733,733
E27,Shrink Sleeve,PET,G10F22,T38,505,70,38016.983,24.792222222222218,38356.983,Shrink Sleeve,GC,41648.0,41648.0,155010.0,0.0,155010.0,0.0,0.0,0.0,0.0,155010.0,3.7219074145217057,0.0,0.0,-6565.6,148444.4,84843.3,0.0,70166.7,5147.34,795.74,2837.58,54820.44,7902.95,6123.33,707.1,1177.66,905.02,38004.38,2078.23,5432.98,2619.25,27873.92,27873.92,5205.13,22668.79,PETG-G10F22-T38-GC,25443.77503801767,1547.1377537758258,0.9911359034676944,1124.3009904539954,734,734
E27,Shrink Sleeve,PET,G10F22,T52,615,70,5477.419,3.8619444444444446,5477.419,Shrink Sleeve,GC,4463.9,4463.9,17498.49,0.0,17900.24,0.0,-358.0,0.0,0.0,17542.24,3.9298012948318735,0.0,0.0,-419.35,17122.89,9336.79,0.0,8205.45,108.89,4.37,333.89,7338.95,856.82,714.77,52.71,132.44,105.54,5476.67,222.75,582.32,280.73,4390.87,4390.87,562.49,3828.38,PETG-G10F22-T52-GC,5387.807693839468,1418.3060058980075,1.0,1136.9583543120186,735,735
K18,Dec. Surfaces/others,PVC,153/07,ZZZ,1020,150,1415.0,1.7169444444444444,1415.0,2D Coil Coating Metal Uni,WH,2117.4,2117.4,8346.45,0.0,8346.45,0.0,0.0,0.0,-208.65,8137.8,3.843298384811561,0.0,0.0,-1219.39,6918.41,2766.69,0.0,5371.11,0.0,21.64,224.97,3905.11,373.59,546.87,188.15,212.67,69.47,2514.36,112.18,311.62,133.16,1957.4,1957.4,47.33,1910.07,PVC-153/07-ZZZ-WH,1308.0764144705772,824.1384889176509,1.0,1140.0485358356254,736,736
E27,Shrink Sleeve,PET,G10T22,T38,497,45,27481.04800000001,11.930277777777777,27481.04800000001,Shrink Sleeve,GC,33147.5,33147.5,101066.94,0.0,106702.03,0.0,0.0,0.0,0.0,106702.03,3.2190068632626896,0.0,0.0,0.0,106702.03,74113.18,0.0,32588.85,4304.28,46.92,2171.05,26066.6,5293.19,5181.84,311.37,890.18,678.33,13711.69,0.0,0.0,0.0,13711.69,13711.69,3658.23,10053.46,PETG-G10T22-T38-GC,11367.723389429675,2303.4709259819792,1.0,1149.3185871615171,737,737
K18,Construction,PVC,201/90,ZZZ,490,250,2729.0,1.7391666666666663,2729.0,Construction,OP,2605.6,2605.6,7056.0,0.0,7056.0,-141.12,0.0,0.0,0.0,6914.88,2.6538532391771565,0.0,0.0,-195.36,6719.52,2649.75,0.0,4265.13,45.58,8.7,167.8,3847.69,467.16,463.82,171.92,191.65,55.08,2498.06,96.41,224.55,163.87,2013.23,2013.23,59.6,1953.63,PVC-201/90-ZZZ-OP,2108.5756332514584,1569.142309535218,1.0,1157.583133684715,738,738
K18,Other Technical,PVC,459/08,ZZZ,960,300,3090.0,2.4538888888888892,3935.0,Other Technical,BK,2885.0,2885.0,7587.55,0.0,7587.55,0.0,0.0,0.0,0.0,7587.55,2.63,0.0,0.0,-416.04,7171.51,1908.78,0.0,5678.77,61.23,6.73,170.12,5024.65,657.68,453.45,148.23,215.83,38.01,3511.45,111.79,311.38,181.44,2906.84,2906.84,101.74,2805.1,PVC-459/08-ZZZ-BK,3113.391889081456,1603.5770885216214,0.7852604828462516,1184.5850124518906,739,739
K18,Construction,PVC,201/90,ZZZ,395,250,4164.0,2.708055555555555,4164.0,Construction,OP,3919.5,3919.5,10665.0,0.0,10665.0,-213.3,0.0,0.0,0.0,10451.7,2.6665901262916187,0.0,0.0,-738.49,9713.21,3221.06,0.0,7230.64,84.89,12.86,267.23,6127.17,814.89,724.19,249.23,314.1,75.45,3949.31,145.02,337.78,246.5,3220.01,3220.01,133.51,3086.5,PVC-201/90-ZZZ-OP,3420.875530042097,1537.634629192738,1.0,1189.0487229459434,740,740
K18,Cards Overlay,PVC,278/01,SB6,520,100,4653.0,5.488055555555557,5053.0,Cards Coated Overlay,TP,6764.5,6710.5,35648.05,0.0,35648.05,0.0,-400.8,-262.44,-982.69,34002.12,5.067002458833172,0.0,0.0,-625.75,33376.37,16567.02,0.0,17435.1,546.81,253.5,985.99,15023.05,3203.13,1570.26,745.4,844.98,147.24,8512.04,248.29,1171.52,422.01,6670.22,6670.22,581.72,6088.5,PVC-278/01-SB6-TP,4625.070212353774,920.7268309966088,0.9208391054818921,1215.40679252923,741,741
K18,Construction,PVC,201/90,ZZZ,315,250,3982.0,2.6416666666666666,3982.0,Construction,OP,3790.4,3790.4,10206.0,0.0,10206.0,-204.12,0.0,0.0,0.0,10001.88,2.6387399746728577,0.0,0.0,-287.19,9714.69,3115.01,0.0,6886.87,68.56,12.29,283.86,6234.97,870.17,745.73,254.43,330.94,76.27,3957.43,140.24,326.66,238.38,3252.15,3252.15,150.32,3101.83,PVC-201/90-ZZZ-OP,3416.542132756437,1507.3817034700314,1.0,1231.0977917981072,742,742
K10,Construction,PVC,203/31,ZZZ,1400,350,291661.64800000004,202.8336111111111,315711.118,Construction,GY,291276.0,291276.0,904950.9,0.0,904950.9,0.0,0.0,0.0,-39823.65,865127.25,2.9701288468668885,0.0,0.0,-61797.99,803329.26,334998.78,0.0,530128.47,2673.58,694.16,15119.54,449843.2,65069.16,42627.09,14338.36,19157.06,4605.04,304046.49,10777.4,25102.0,18318.5,249848.59,249848.59,10324.6,239523.99,PVC-203/31-ZZZ-GY,250179.38831169176,1556.5029694563552,0.92382444383856,1231.7908685416755,743,743
K18,Cards Overlay,PVC,179/01,ZZZ,475,80,4948.0,5.374444444444443,4948.0,Cards Uncoated Overlay,GC,4750.0,4750.0,20900.0,0.0,20900.0,0.0,0.0,0.0,0.0,20900.0,4.4,0.0,0.0,-400.1,20499.9,7562.22,0.0,13337.78,94.39,17.77,579.33,12246.19,1734.87,1397.72,390.85,664.7,111.9,7946.15,175.75,829.26,298.73,6642.41,6642.41,406.94,6235.47,PVC-179/01-ZZZ-GC,6919.293616842106,920.6532974984494,1.0,1235.9249534835642,744,744
K10,Cards Core,PVC,230/18,ZZZ,650,310,3095.0,2.859166666666667,3665.0,Cards Core,OP,2843.0,2843.0,17114.86,0.0,17114.86,0.0,0.0,-2390.0,0.0,14724.86,5.179338726697153,0.0,0.0,-339.74,14385.12,8031.64,0.0,6693.22,115.78,9.35,215.96,6012.39,568.51,620.27,172.92,261.95,52.91,4335.83,105.19,496.33,178.8,3555.51,3555.51,98.32,3457.19,PVC-230/18-ZZZ-OP,3870.6660042208937,1281.842028563101,0.844474761255116,1243.5476537452635,745,745
E27,Shrink Sleeve,PET,G10F22,T38,887,40,5547.01,3.4091666666666667,5547.01,Shrink Sleeve,GC,9387.8,9387.8,33116.04,0.0,33513.92,0.0,0.0,0.0,0.0,33513.92,3.569943969833188,0.0,0.0,-1570.85,31943.07,19629.97,0.0,13883.95,878.27,15.72,705.25,10713.86,1861.48,1660.1,120.14,307.44,221.45,6543.25,468.45,1224.64,590.4,4259.76,4259.76,1203.99,3055.77,PETG-G10F22-T38-GC,2516.9828200004267,1627.0867758494253,1.0,1249.5018332925936,746,746
E27,Shrink Sleeve,PET,G10F22,T38,560,40,2929.43,2.0197222222222218,2979.43,Shrink Sleeve,GC,8708.8,8708.8,28303.61,0.0,28303.61,0.0,0.0,0.0,0.0,28303.61,3.2500011482638254,0.0,0.0,-1151.14,27152.47,17899.14,0.0,10404.47,176.66,8.2,665.36,8403.11,1681.92,1475.23,103.04,258.96,207.73,4676.23,434.57,1136.06,547.69,2557.91,2557.91,1116.76,1441.15,PETG-G10F22-T38-GC,860.4191497450854,1475.1682024480813,0.9832182665811916,1266.466235730986,747,747
K10,Cards Core,PVC,230/18,SB6,450,100,4920.0,9.096666666666668,5220.0,Cards Core,WH,9265.0,9265.0,52810.5,0.0,52810.5,0.0,0.0,0.0,0.0,52810.5,5.7,0.0,0.0,-4108.74,48701.76,23394.79,0.0,29415.71,419.47,231.49,1492.92,23163.09,4224.29,2396.32,1079.21,1164.78,206.6,14091.89,342.81,1617.48,582.67,11548.93,11548.93,915.66,10633.27,PVC-230/18-SB6-WH,6132.8370858068,573.8365701722242,0.942528735632184,1269.5782337852693,748,748
E27,Shrink Sleeve,PET,G10F22,T38,640,40,12011.18,7.995,12011.18,Shrink Sleeve,GC,17403.8,17403.8,65186.97,0.0,65186.97,0.0,0.0,0.0,0.0,65186.97,3.7455595904342727,0.0,0.0,-2022.31,63164.66,35977.97,0.0,29209.0,1862.79,156.64,1630.66,23536.6,3966.66,3490.91,298.01,769.11,486.66,14525.25,868.44,2270.33,1094.52,10291.96,10291.96,2566.46,7725.5,PETG-G10F22-T38-GC,7102.965106057299,1502.3364602876798,1.0,1287.2995622263913,749,749
E27,Shrink Sleeve,PET,G10F22,T52,875,50,39918.032000000014,22.347222222222218,39918.032000000014,Shrink Sleeve,GC,45478.7,45478.7,159175.45,0.0,163268.54,0.0,0.0,0.0,-3374.79,159893.75,3.5157942069584225,0.0,0.0,-2836.67,157057.08,94304.5,0.0,65589.25,2726.41,35.67,3148.92,56841.58,8193.34,6051.27,496.57,1247.76,1019.67,39832.97,2269.39,5932.69,2860.15,28770.74,28770.74,5311.01,23459.73,PETG-G10F22-T52-GC,25252.949622211723,1786.2637066500934,1.0,1287.4414418893725,750,750
K18,Cards Core,PVC,230/18,ZZZ,600,320,2362.0,2.3,2750.0,Cards Core,BK,2160.0,2160.0,9633.6,0.0,9633.6,0.0,0.0,0.0,-192.67,9440.93,4.370800925925926,0.0,0.0,-409.58,9031.35,3337.92,0.0,6103.01,207.46,9.73,230.41,5245.83,504.32,628.56,188.21,271.94,67.67,3585.13,79.92,377.09,135.84,2992.28,2992.28,126.82,2865.46,PVC-230/18-ZZZ-BK,3272.113592592593,1195.6521739130435,0.858909090909091,1300.9913043478266,751,751
E26,Shrink Sleeve,PET,G10F12,T15,1200,75,7280.674999999997,7.489166666666668,7647.275,Capsule (TDO),GC,6830.2,6830.2,35178.49,0.0,35319.5,0.0,-261.89,0.0,0.0,35057.61,5.132735498228456,0.0,0.0,-857.14,34200.47,17573.61,0.0,17484.0,601.06,10.59,880.83,15134.38,1190.72,1436.33,264.71,574.28,220.97,11447.37,340.83,891.0,429.55,9785.99,9785.99,881.0,8904.99,PETG-G10F12-T15-GC,10431.40943797399,1021.1116056526092,0.9520613551886128,1306.6861021475465,752,752
K18,Cards Overlay,PVC,179/01,H140,500,60,1221.0,2.5361111111111105,1436.0,Cards Coated Overlay,TP,1110.0,1110.0,11211.0,0.0,11211.0,0.0,0.0,0.0,0.0,11211.0,10.1,0.0,0.0,-261.8,10949.2,3198.22,0.0,8012.78,127.67,6.93,555.75,7060.63,1104.47,1487.33,368.52,430.3,47.04,3622.97,41.07,193.78,69.81,3318.31,3318.31,428.3,2890.01,PVC-179/01-H140-TP,3650.1409999999996,566.2212486308872,0.8502785515320335,1308.4245345016432,753,753
K10,Cards Core,PVC,230/18,ZZZ,468,300,4676.0,7.0791666666666675,6174.0,Cards Core,OP,4676.0,4676.0,24549.0,0.0,24549.0,0.0,0.0,0.0,0.0,24549.0,5.25,0.0,0.0,-736.39,23812.61,8631.46,0.0,15917.54,82.29,22.24,541.86,14534.76,1172.23,1516.0,458.88,654.0,161.98,10571.67,173.01,816.34,294.07,9288.25,9288.25,299.03,8989.22,PVC-230/18-ZZZ-OP,9288.25,872.1365509123012,0.7573696145124716,1312.0541494997058,754,754
K18,Construction,PVC,201/90,ZZZ,280,250,4079.0,2.5869444444444443,4079.0,Construction,OP,3915.5,3915.5,10584.0,0.0,10584.0,-211.68,0.0,0.0,0.0,10372.32,2.6490409909334693,0.0,0.0,-297.15,10075.17,3217.81,0.0,7154.51,79.68,12.7,288.61,6476.37,906.15,763.4,257.39,340.37,75.97,4133.09,144.87,337.44,246.25,3404.53,3404.53,159.78,3244.75,PVC-201/90-ZZZ-OP,3546.6933648320783,1576.7636636959091,1.0,1316.0429507140555,755,755
E27,Shrink Sleeve,PET,G10F22,T52,625,40,17375.311999999998,12.251111111111115,17375.311999999998,Shrink Sleeve,GC,25947.1,25629.0,97097.29,0.0,99187.46,0.0,0.0,-1199.24,-3835.91,94152.31,3.6736630379648054,0.0,0.0,-4050.75,90101.56,53069.81,0.0,41082.5,1034.37,38.94,1948.08,34010.36,5017.71,4856.54,322.96,817.31,597.1,22398.74,1278.88,3343.3,1611.8,16164.76,16164.76,3302.91,12861.85,PETG-G10F22-T52-GC,10958.981950334388,1418.264175584981,1.0,1319.4525666606205,756,756
K18,Dec. Surfaces/others,PVC,153/07,ZZZ,1267,150,9181.0,11.676666666666668,11375.0,2D Coil Coating Metal Uni,WH,10543.0,10543.0,46987.21,0.0,46987.21,0.0,0.0,0.0,0.0,46987.21,4.456721047140283,0.0,0.0,-1244.09,45743.12,17598.36,0.0,29388.85,0.0,207.82,1428.12,26508.82,2572.74,2924.66,1146.94,1252.99,418.51,18192.98,558.56,1551.61,663.05,15419.76,15419.76,275.45,15144.31,PVC-153/07-ZZZ-WH,13427.754582187234,974.165001427348,0.8071208791208792,1320.561804167856,757,757
K18,Cards Overlay,PVC,278/01,H140,625,80,2056.0,2.3688888888888893,2056.0,Cards Coated Overlay-WF,GC,1935.0,1935.0,20855.25,0.0,20855.25,0.0,0.0,0.0,0.0,20855.25,10.777906976744184,-729.94,0.0,-5814.94,15040.31,5423.08,0.0,15432.17,77.4,9.01,819.88,8710.94,1632.97,2193.28,532.54,625.04,59.99,3667.12,71.6,337.81,121.69,3136.02,3136.02,651.35,2484.67,PVC-278/01-H140-GC,3332.122542635659,867.9174484052533,1.0,1323.8358348968104,758,758
E27,Shrink Sleeve,PET,G10F22,T52,650,65,3616.47,2.1847222222222222,3616.47,Shrink Sleeve,GC,1995.7,1995.7,8980.65,0.0,9160.26,0.0,0.0,0.0,0.0,9160.26,4.589998496768051,0.0,0.0,-394.34,8765.92,4092.12,0.0,5068.14,63.22,2.25,179.75,4428.58,450.96,413.37,27.73,69.52,55.53,3411.47,99.59,260.34,125.51,2926.03,2926.03,301.4,2624.63,PETG-G10F22-T52-GC,5302.3499093551145,1655.3454545454545,1.0,1339.314431023522,759,759
K18,Cards Overlay,PVC,278/01,ZZZ,1100,50,3699.0,6.058055555555558,3759.0,Cards Uncoated Overlay,GC,3121.5,3121.5,18135.92,0.0,18135.92,0.0,0.0,0.0,0.0,18135.92,5.810001601794009,-634.76,0.0,-1870.21,16265.71,4839.48,0.0,13296.44,58.2,14.31,299.7,11054.02,543.61,789.06,269.2,304.08,99.89,9048.18,115.5,544.95,196.31,8191.42,8191.42,68.59,8122.83,PVC-278/01-ZZZ-GC,9706.891744353676,620.4961254527947,0.9840383080606544,1352.1533311935436,760,760
K18,Construction,PVC,202/14,ZZZ,800,500,37573.912,25.633888888888887,40371.912,Construction,OP,35573.8,35573.8,97983.34,0.0,97983.34,0.0,-3498.01,0.0,-3919.32,90566.01,2.5458626854595234,0.0,0.0,-1211.35,89354.66,26957.15,0.0,63608.86,850.92,123.04,2151.02,59272.53,6155.47,6145.39,2235.92,2510.22,709.09,41516.44,1316.23,3065.76,2237.24,34897.21,34897.21,793.27,34103.94,PVC-202/14-ZZZ-OP,36859.281200926525,1574.9429271147135,0.9306943897034156,1361.3701046791355,761,761
E27,Shrink Sleeve,PET,G10F22,T52,633,40,16480.229,10.194444444444443,16480.229,Shrink Sleeve,GC,22645.7,22645.7,86499.32,0.0,86499.32,0.0,0.0,0.0,0.0,86499.32,3.8196796742869514,-1729.99,0.0,-7404.31,79095.01,47029.8,0.0,39469.52,1794.58,25.09,1621.25,28624.29,4249.28,3396.13,264.88,667.53,518.26,19528.21,1130.01,2954.13,1424.19,14019.88,14019.88,2747.53,11272.35,PETG-G10F22-T52-GC,10202.856743334052,1616.5892207084466,1.0,1375.2470844686648,762,762
K18,Dec. Surfaces/others,PVC,153/07,ZZZ,1517,150,18947.0,23.0175,25345.0,2D Coil Coating Metal Uni,WH,18947.0,18947.0,84628.58,0.0,84628.58,0.0,0.0,0.0,0.0,84628.58,4.466595239351876,0.0,0.0,-2429.98,82198.6,31332.48,0.0,53296.1,0.0,275.76,2000.68,48589.68,3175.08,4655.66,1584.02,1799.76,583.43,36791.73,1003.82,2788.43,1191.57,31807.91,31807.91,406.69,31401.22,PVC-153/07-ZZZ-WH,31807.91,1101.11871402194,0.7475636220161768,1381.9011621592267,763,763
